state,state fips,county,county code,commodity,data item,domain category,value
US TOTAL,99,,,GRAPES,GRAPES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),675
US TOTAL,99,,,GRAPES,GRAPES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),311
US TOTAL,99,,,GRAPES,GRAPES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),192
US TOTAL,99,,,GRAPES,GRAPES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),172
US TOTAL,99,,,GRAPES,GRAPES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (500 TO 749 ACRES),67
US TOTAL,99,,,GRAPES,GRAPES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (750 TO 999 ACRES),24
US TOTAL,99,,,GRAPES,GRAPES - OPERATIONS WITH AREA NON-BEARING,"AREA BEARING & NON-BEARING: (1,000 TO 1,499 ACRES)",38
US TOTAL,99,,,GRAPES,GRAPES - OPERATIONS WITH AREA NON-BEARING,"AREA BEARING & NON-BEARING: (1,500 OR MORE ACRES)",43
US TOTAL,99,,,GRAPES,GRAPES - ACRES NON-BEARING,,"80,671"
US TOTAL,99,,,GRAPES,GRAPES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),750
US TOTAL,99,,,GRAPES,GRAPES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),"3,348"
US TOTAL,99,,,GRAPES,GRAPES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),"4,728"
US TOTAL,99,,,GRAPES,GRAPES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),"2,997"
US TOTAL,99,,,GRAPES,GRAPES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),"4,725"
US TOTAL,99,,,GRAPES,GRAPES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),"6,160"
US TOTAL,99,,,GRAPES,GRAPES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),"57,964"
US TOTAL,99,,,GRAPES,GRAPES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),"9,969"
US TOTAL,99,,,GRAPES,GRAPES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),"12,432"
US TOTAL,99,,,GRAPES,GRAPES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),"35,564"
US TOTAL,99,,,GRAPES,GRAPES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (500 TO 749 ACRES),(D)
US TOTAL,99,,,GRAPES,GRAPES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (750 TO 999 ACRES),(D)
US TOTAL,99,,,GRAPES,GRAPES - ACRES NON-BEARING,"AREA BEARING & NON-BEARING: (1,000 TO 1,499 ACRES)","6,008"
US TOTAL,99,,,GRAPES,GRAPES - ACRES NON-BEARING,"AREA BEARING & NON-BEARING: (1,500 OR MORE ACRES)","18,467"
US TOTAL,99,,,GUAVAS,GUAVAS - OPERATIONS WITH AREA BEARING & NON-BEARING,,557
US TOTAL,99,,,GUAVAS,GUAVAS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),388
US TOTAL,99,,,GUAVAS,GUAVAS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),125
US TOTAL,99,,,GUAVAS,GUAVAS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),24
US TOTAL,99,,,GUAVAS,GUAVAS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),14
US TOTAL,99,,,GUAVAS,GUAVAS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),4
US TOTAL,99,,,GUAVAS,GUAVAS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),2
US TOTAL,99,,,GUAVAS,GUAVAS - ACRES BEARING & NON-BEARING,,"1,040"
US TOTAL,99,,,GUAVAS,GUAVAS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),(D)
US TOTAL,99,,,GUAVAS,GUAVAS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),261
US TOTAL,99,,,GUAVAS,GUAVAS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),171
US TOTAL,99,,,GUAVAS,GUAVAS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),250
US TOTAL,99,,,GUAVAS,GUAVAS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),135
US TOTAL,99,,,GUAVAS,GUAVAS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),(D)
US TOTAL,99,,,GUAVAS,GUAVAS - OPERATIONS WITH AREA BEARING,,436
US TOTAL,99,,,GUAVAS,GUAVAS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),276
US TOTAL,99,,,GUAVAS,GUAVAS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),119
US TOTAL,99,,,GUAVAS,GUAVAS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),21
US TOTAL,99,,,GUAVAS,GUAVAS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),14
US TOTAL,99,,,GUAVAS,GUAVAS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),4
US TOTAL,99,,,GUAVAS,GUAVAS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),2
US TOTAL,99,,,GUAVAS,GUAVAS - ACRES BEARING,,941
US TOTAL,99,,,GUAVAS,GUAVAS - ACRES BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),(D)
US TOTAL,99,,,GUAVAS,GUAVAS - ACRES BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),239
US TOTAL,99,,,GUAVAS,GUAVAS - ACRES BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),152
US TOTAL,99,,,GUAVAS,GUAVAS - ACRES BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),250
US TOTAL,99,,,GUAVAS,GUAVAS - ACRES BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),135
US TOTAL,99,,,GUAVAS,GUAVAS - ACRES BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),(D)
US TOTAL,99,,,GUAVAS,GUAVAS - OPERATIONS WITH AREA NON-BEARING,,160
US TOTAL,99,,,GUAVAS,GUAVAS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),124
US TOTAL,99,,,GUAVAS,GUAVAS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),30
US TOTAL,99,,,GUAVAS,GUAVAS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),4
US TOTAL,99,,,GUAVAS,GUAVAS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),2
US TOTAL,99,,,GUAVAS,GUAVAS - ACRES NON-BEARING,,99
US TOTAL,99,,,GUAVAS,GUAVAS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),(D)
US TOTAL,99,,,GUAVAS,GUAVAS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),22
US TOTAL,99,,,GUAVAS,GUAVAS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),19
US TOTAL,99,,,GUAVAS,GUAVAS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),(D)
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING & NON-BEARING,,426
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),280
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),49
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),53
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),9
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),12
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),9
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),14
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),12
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),2
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES BEARING & NON-BEARING,,"4,354"
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),52
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),101
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),418
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),162
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),402
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),657
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),"2,563"
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),(D)
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),(D)
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING,,304
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),170
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),43
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),49
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),9
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),11
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),9
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),13
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),12
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),1
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES BEARING,,"3,707"
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),29
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),84
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),357
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),162
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),(D)
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),(D)
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),(D)
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),"1,603"
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),(D)
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA NON-BEARING,,168
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),133
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),12
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),15
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),1
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),2
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),5
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),3
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),2
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES NON-BEARING,,647
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),24
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),17
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),60
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),(D)
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),(D)
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),(D)
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),(D)
US TOTAL,99,,,KIWIFRUIT,KIWIFRUIT - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),(D)
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA BEARING & NON-BEARING,,"1,445"
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),889
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),442
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),75
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),14
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),16
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),8
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),1
US TOTAL,99,,,MANGOES,MANGOES - ACRES BEARING & NON-BEARING,,"3,328"
US TOTAL,99,,,MANGOES,MANGOES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),(D)
US TOTAL,99,,,MANGOES,MANGOES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),911
US TOTAL,99,,,MANGOES,MANGOES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),546
US TOTAL,99,,,MANGOES,MANGOES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),280
US TOTAL,99,,,MANGOES,MANGOES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),(D)
US TOTAL,99,,,MANGOES,MANGOES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),616
US TOTAL,99,,,MANGOES,MANGOES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),(D)
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA BEARING,,"1,194"
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),676
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),411
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),69
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),13
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),16
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),8
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),1
US TOTAL,99,,,MANGOES,MANGOES - ACRES BEARING,,"2,598"
US TOTAL,99,,,MANGOES,MANGOES - ACRES BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),212
US TOTAL,99,,,MANGOES,MANGOES - ACRES BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),739
US TOTAL,99,,,MANGOES,MANGOES - ACRES BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),(D)
US TOTAL,99,,,MANGOES,MANGOES - ACRES BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),(D)
US TOTAL,99,,,MANGOES,MANGOES - ACRES BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),(D)
US TOTAL,99,,,MANGOES,MANGOES - ACRES BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),(D)
US TOTAL,99,,,MANGOES,MANGOES - ACRES BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),(D)
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA NON-BEARING,,478
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),292
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),140
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),30
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),5
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),3
US TOTAL,99,,,MANGOES,MANGOES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),8
US TOTAL,99,,,MANGOES,MANGOES - ACRES NON-BEARING,,730
US TOTAL,99,,,MANGOES,MANGOES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),(D)
US TOTAL,99,,,MANGOES,MANGOES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),173
US TOTAL,99,,,MANGOES,MANGOES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),(D)
US TOTAL,99,,,MANGOES,MANGOES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),(D)
US TOTAL,99,,,MANGOES,MANGOES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),(D)
US TOTAL,99,,,MANGOES,MANGOES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),(D)
US TOTAL,99,,,NECTARINES,NECTARINES - OPERATIONS WITH AREA BEARING & NON-BEARING,,"1,796"
US TOTAL,99,,,NECTARINES,NECTARINES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),"1,132"
US TOTAL,99,,,NECTARINES,NECTARINES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),362
US TOTAL,99,,,NECTARINES,NECTARINES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),125
US TOTAL,99,,,NECTARINES,NECTARINES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),48
US TOTAL,99,,,NECTARINES,NECTARINES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),48
US TOTAL,99,,,NECTARINES,NECTARINES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),42
US TOTAL,99,,,NECTARINES,NECTARINES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),39
US TOTAL,99,,,NECTARINES,NECTARINES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),20
US TOTAL,99,,,NECTARINES,NECTARINES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),14
US TOTAL,99,,,NECTARINES,NECTARINES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),5
US TOTAL,99,,,NECTARINES,NECTARINES - ACRES BEARING & NON-BEARING,,"20,461"
US TOTAL,99,,,NECTARINES,NECTARINES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),249
US TOTAL,99,,,NECTARINES,NECTARINES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),718
US TOTAL,99,,,NECTARINES,NECTARINES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),"1,076"
US TOTAL,99,,,NECTARINES,NECTARINES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),891
US TOTAL,99,,,NECTARINES,NECTARINES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),"1,624"
US TOTAL,99,,,NECTARINES,NECTARINES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),"2,779"
US TOTAL,99,,,NECTARINES,NECTARINES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),"13,123"
US TOTAL,99,,,NECTARINES,NECTARINES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),"2,946"
US TOTAL,99,,,NECTARINES,NECTARINES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),"4,488"
