state,state fips,county,county code,commodity,data item,domain category,value
US TOTAL,99,,,PLUMS,PLUMS - ACRES BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),(D)
US TOTAL,99,,,PLUMS,PLUMS - ACRES BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),"1,519"
US TOTAL,99,,,PLUMS,PLUMS - ACRES BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),(D)
US TOTAL,99,,,PLUMS,PLUMS - ACRES BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),"2,433"
US TOTAL,99,,,PLUMS,PLUMS - ACRES BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),"6,195"
US TOTAL,99,,,PLUMS,PLUMS - ACRES BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),"2,920"
US TOTAL,99,,,PLUMS,PLUMS - ACRES BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),(D)
US TOTAL,99,,,PLUMS,PLUMS - ACRES BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),(D)
US TOTAL,99,,,PLUMS,PLUMS - OPERATIONS WITH AREA NON-BEARING,,"3,465"
US TOTAL,99,,,PLUMS,PLUMS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),"2,980"
US TOTAL,99,,,PLUMS,PLUMS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),327
US TOTAL,99,,,PLUMS,PLUMS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),61
US TOTAL,99,,,PLUMS,PLUMS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),36
US TOTAL,99,,,PLUMS,PLUMS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),23
US TOTAL,99,,,PLUMS,PLUMS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),25
US TOTAL,99,,,PLUMS,PLUMS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),13
US TOTAL,99,,,PLUMS,PLUMS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),8
US TOTAL,99,,,PLUMS,PLUMS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),4
US TOTAL,99,,,PLUMS,PLUMS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),1
US TOTAL,99,,,PLUMS,PLUMS - ACRES NON-BEARING,,"2,637"
US TOTAL,99,,,PLUMS,PLUMS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),(D)
US TOTAL,99,,,PLUMS,PLUMS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),367
US TOTAL,99,,,PLUMS,PLUMS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),(D)
US TOTAL,99,,,PLUMS,PLUMS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),303
US TOTAL,99,,,PLUMS,PLUMS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),(D)
US TOTAL,99,,,PLUMS,PLUMS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),365
US TOTAL,99,,,PLUMS,PLUMS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),450
US TOTAL,99,,,PLUMS,PLUMS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),291
US TOTAL,99,,,PLUMS,PLUMS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),(D)
US TOTAL,99,,,PLUMS,PLUMS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),(D)
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,,"1,005"
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),383
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),76
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),92
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),65
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),120
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),140
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),129
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),96
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),20
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),13
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING & NON-BEARING,,"52,244"
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),78
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),170
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),(D)
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),"1,256"
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),"4,288"
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),(D)
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),"35,527"
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),"14,025"
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),"7,042"
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),"14,460"
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING,,886
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),281
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),68
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),90
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),64
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),114
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),140
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),129
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),96
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),20
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),13
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING,,"46,565"
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),(D)
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),143
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),798
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),"1,143"
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),"3,650"
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),(D)
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),"31,790"
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),"12,589"
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),"6,536"
US TOTAL,99,,,PRUNES,PRUNES - ACRES BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),"12,666"
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA NON-BEARING,,330
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),117
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),26
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),26
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),18
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),41
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),42
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),60
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),47
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),7
US TOTAL,99,,,PRUNES,PRUNES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),6
US TOTAL,99,,,PRUNES,PRUNES - ACRES NON-BEARING,,"5,679"
US TOTAL,99,,,PRUNES,PRUNES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),(D)
US TOTAL,99,,,PRUNES,PRUNES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),27
US TOTAL,99,,,PRUNES,PRUNES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),(D)
US TOTAL,99,,,PRUNES,PRUNES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),113
US TOTAL,99,,,PRUNES,PRUNES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),638
US TOTAL,99,,,PRUNES,PRUNES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),"1,056"
US TOTAL,99,,,PRUNES,PRUNES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),"3,737"
US TOTAL,99,,,PRUNES,PRUNES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),"1,436"
US TOTAL,99,,,PRUNES,PRUNES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),506
US TOTAL,99,,,PRUNES,PRUNES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),"1,795"
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA BEARING & NON-BEARING,,"1,502"
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),"1,016"
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),282
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),97
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),40
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),20
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),14
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),33
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES BEARING & NON-BEARING,,"31,472"
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),(D)
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),537
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),773
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),701
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),(D)
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),"1,116"
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),"27,413"
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA BEARING,,"1,043"
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),627
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),229
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),86
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),36
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),19
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),14
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),32
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES BEARING,,"29,922"
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),(D)
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),396
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),634
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),565
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),642
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),"1,050"
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),(D)
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA NON-BEARING,,610
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),451
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),98
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),26
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),15
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),3
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),5
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),12
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES NON-BEARING,,"1,550"
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),(D)
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),141
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),139
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),136
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),(D)
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),67
US TOTAL,99,,,POMEGRANATES,POMEGRANATES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),(D)
US TOTAL,99,,,"NON-CITRUS, OTHER","NON-CITRUS, OTHER, (EXCL BERRIES) - OPERATIONS WITH AREA BEARING & NON-BEARING",,"3,105"
US TOTAL,99,,,"NON-CITRUS, OTHER","NON-CITRUS, OTHER, (EXCL BERRIES) - ACRES BEARING & NON-BEARING",,"9,959"
US TOTAL,99,,,"NON-CITRUS, OTHER","NON-CITRUS, OTHER, (EXCL BERRIES) - OPERATIONS WITH AREA BEARING",,"2,427"
US TOTAL,99,,,"NON-CITRUS, OTHER","NON-CITRUS, OTHER, (EXCL BERRIES) - ACRES BEARING",,"7,784"
US TOTAL,99,,,"NON-CITRUS, OTHER","NON-CITRUS, OTHER, (EXCL BERRIES) - OPERATIONS WITH AREA NON-BEARING",,"1,263"
US TOTAL,99,,,"NON-CITRUS, OTHER","NON-CITRUS, OTHER, (EXCL BERRIES) - ACRES NON-BEARING",,"2,175"
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING,,"12,107"
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),"3,126"
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),"3,105"
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),"1,875"
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),830
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),976
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),936
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),749
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),249
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (500 TO 749 ACRES),90
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (750 TO 999 ACRES),35
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING,"AREA BEARING & NON-BEARING: (1,000 OR MORE ACRES)",136
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - ACRES BEARING & NON-BEARING,,"824,983"
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),"1,128"
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),"6,582"
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),"15,932"
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),"15,713"
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),"34,501"
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),"65,387"
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),"112,481"
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),"84,905"
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (500 TO 749 ACRES),"52,321"
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (750 TO 999 ACRES),"29,917"
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - ACRES BEARING & NON-BEARING,"AREA BEARING & NON-BEARING: (1,000 OR MORE ACRES)","406,116"
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - OPERATIONS WITH AREA BEARING,,"10,835"
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),"2,298"
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),"2,800"
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),"1,792"
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),806
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),961
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),930
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),739
US TOTAL,99,,,CITRUS TOTALS,CITRUS TOTALS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),249
